Lp.;Wybór;Nazwa jaskini;Kod;Dł.;Den.;Gł.;Przew.;Zaznacz wszystkieOdznacz wszystkie Exportuj zaznaczone 
1439;;SCHRONISKO W OSTRUSZY III;K.Pc-01.11;3.00;0.00;0.00;0.00;Szczegóły
1440;;SCHRONISKO W OSTRUSZY IV;K.Pc-01.12;3.00;0.00;0.00;0.00;Szczegóły
1441;;SCHRONISKO W OSTRYM WIERCHU;K.Bn-03.01 N;2.00;0.00;0.00;0.00;Szczegóły
1442;;SCHRONISKO W PAPROCI;K.Bw-02.14;3.00;0.00;0.00;0.00;Szczegóły
1443;;SCHRONISKO W PARSZWCE I;K.Bmk-02.06;3.00;0.00;0.00;0.00;Szczegóły
1444;;SCHRONISKO W PARSZWCE II;K.Bmk-02.07;2.50;0.00;0.00;0.00;Szczegóły
1445;;SCHRONISKO W PEZDÓWCE;K.Bs-04.114;4.00;0.00;0.00;0.00;Szczegóły
1446;;SCHRONISKO W PIETRASZONCE 1;K.Bs-02.155;3.70;0.00;0.00;0.00;Szczegóły
1447;;SCHRONISKO W PIETRASZONCE 2;K.Bs-02.156;5.50;0.00;0.00;0.00;Szczegóły
1448;;SCHRONISKO W PIETRASZONCE 3;K.Bs-02.157;2.40;0.00;0.00;0.00;Szczegóły
1449;;SCHRONISKO W PIETRASZONCE IV;K.Bs-02.207;4.70;4.70;0.00;0.00;Szczegóły
1450;;SCHRONISKO W PIETRASZONCE V;K.Bs-02.208;2.30;0.00;0.00;0.00;Szczegóły
1451;;SCHRONISKO W PIETRASZONCE VI;K.Bs-02.209;3.00;0.00;0.00;0.00;Szczegóły
1452;;SCHRONISKO W PODOLU;K.Pr-02.11;5.00;0.00;0.00;0.00;Szczegóły
1453;;SCHRONISKO W POLICHTACH I;K.Pr-03.01;7.00;0.00;0.00;0.00;Szczegóły
1454;;SCHRONISKO W POLICHTACH II;K.Pr-03.02;9.00;0.00;0.00;0.00;Szczegóły
1455;;SCHRONISKO W POLICHTACH III;K.Pr-03.03;3.00;0.00;0.00;0.00;Szczegóły
1456;;SCHRONISKO W POŁYMII;K.Bsd-02.54;3.00;1.50;1.50;0.00;Szczegóły
1457;;SCHRONISKO W PÓŁKULI;K.Pd-01.01;5.00;5.00;0.00;0.00;Szczegóły
1458;;SCHRONISKO W PRZEŁOMIE SKAWICY;K.Bmk-02.12;3.00;0.00;0.00;0.00;Szczegóły
1459;;SCHRONISKO W ROWIE (SCHRONISKO L-59);K.Bn-09.59;3.00;1.50;1.50;0.00;Szczegóły
1460;;SCHRONISKO W ROZPADLINIE;K.Bn-08.07;2.00;0.00;0.00;0.00;Szczegóły
1461;;SCHRONISKO W ROŻNOWIE I;K.Pr-01.06;4.00;0.00;0.00;0.00;Szczegóły
1462;;SCHRONISKO W ROŻNOWIE II;K.Pr-01.08;4.00;0.00;0.00;0.00;Szczegóły
1463;;SCHRONISKO W ROŻNOWIE III;K.Pr-01.12;3.50;0.00;0.00;0.00;Szczegóły
1464;;SCHRONISKO W RYCERZOWEJ I;K.Bż-01.01;3.00;0.00;0.00;0.00;Szczegóły GPS
1465;;SCHRONISKO W RYCERZOWEJ II;K.Bż-01.02;3.00;0.00;0.00;0.00;Szczegóły GPS
1466;;SCHRONISKO W RYCERZOWEJ III;K.Bż-01.03;5.00;0.00;0.00;0.00;Szczegóły GPS
1467;;SCHRONISKO W RYTRZE;K.Bsd-02.45;5.00;0.00;0.00;0.00;Szczegóły
1468;;SCHRONISKO W SIEKIERCZYNIE;K.Pr-02.06;4.00;0.00;0.00;0.00;Szczegóły
1469;;SCHRONISKO W SKALE CZAROWNIC;K.Bm-01.06;2.00;0.00;0.00;0.00;Szczegóły GPS
1470;;SCHRONISKO W SKAŁKACH DIABELSKICH;K.Bw-03.03;7.00;2.00;2.00;0.00;Szczegóły GPS
1471;;SCHRONISKO W SKRZYCZNEM X;K.Bs-03. 22;4.50;0.00;0.00;0.00;Szczegóły GPS
1472;;SCHRONISKO W SKRZYCZNEM XII;K.Bs-03. 11;4.50;2.00;2.00;0.00;Szczegóły GPS
1473;;SCHRONISKO W SKRZYCZNEM XIV;K.Bs-03.08 N;3.50;0.00;0.00;0.00;Szczegóły GPS
1474;;SCHRONISKO W SMEREKU;K.Bsz-02.04;6.00;2.00;2.00;0.00;Szczegóły
1475;;SCHRONISKO W STARYM OSUWISKU I (SCHRONISKO L-41);K.Bn-09.17;4.00;0.00;0.00;0.00;Szczegóły
1476;;SCHRONISKO W STARYM OSUWISKU II (SCHRONISKO L-40);K.Bn-09.18;3.00;0.00;0.00;0.00;Szczegóły
1477;;SCHRONISKO W STARYM OSUWISKU III (SCHRONISKO L-39);K.Bn-09.19;4.00;0.00;0.00;0.00;Szczegóły
1478;;SCHRONISKO W STARYM OSUWISKU IV (SCHRONISKO L-15);K.Bn-09.20;3.00;0.00;0.00;0.00;Szczegóły
1479;;SCHRONISKO W STRACONCE;K.Bm-01.28;2.50;0.00;0.00;0.00;Szczegóły GPS
1480;;SCHRONISKO W SZCZELINIE I;K.Bs-04.172;1.60;0.00;0.00;0.00;Szczegóły GPS
1481;;SCHRONISKO W SZCZELINIE II;K.Bs-04.173;1.00;0.00;0.00;0.00;Szczegóły GPS
1482;;SCHRONISKO W SZYKOWSKIEJ SKALE I ( W.KAMIENIU I);K.Pw-02.03;7.00;0.00;0.00;0.00;Szczegóły
1483;;SCHRONISKO W SZYKOWSKIEJ SKALE II (W.KAMIENIU II);K.Pw-02.04;2.00;0.00;0.00;0.00;Szczegóły
1484;;SCHRONISKO W SZYNDZIELNI II;K.Bs-04.17;4.00;2.00;2.00;0.00;Szczegóły GPS
1485;;SCHRONISKO W SZYNDZIELNI IV;K.Bs-04.191;2.00;0.00;0.00;0.00;Szczegóły GPS
1486;;SCHRONISKO W SZYNDZIELNI IX;K.Bs-04.170;3.30;0.00;0.00;0.00;Szczegóły GPS
1487;;SCHRONISKO W SZYNDZIELNI V;K.Bs-04.145;2.50;0.00;0.00;0.00;Szczegóły
1488;;SCHRONISKO W SZYNDZIELNI VI;K.Bs-04.146;2.50;0.00;0.00;0.00;Szczegóły GPS
1489;;SCHRONISKO W SZYNDZIELNI VII;K.Bs-04.147;3.50;0.00;0.00;0.00;Szczegóły
1490;;SCHRONISKO W SZYNDZIELNI X;K.Bs-04.169;3.20;0.00;0.00;0.00;Szczegóły
1491;;SCHRONISKO W SZYNDZIELNI XI;K.Bs-04.171;4.20;0.00;0.00;0.00;Szczegóły
1492;;SCHRONISKO W SZYNDZIELNI XII;K.Bs-04.176;1.80;0.00;0.00;0.00;Szczegóły
1493;;SCHRONISKO W TABACORZU;K.Bw-02.29 N;2.00;1.50;0.00;1.50;Szczegóły
1494;;SCHRONISKO W TROPIU I;K.Pr-01.13;6.00;0.00;0.00;0.00;Szczegóły
1495;;SCHRONISKO W TROPIU II;K.Pr-01.14;4.00;0.00;0.00;0.00;Szczegóły
1496;;SCHRONISKO W TRZCIANIE I (SCHRONISKO T-1);K.Bn-09.61;2.50;1.00;1.00;0.00;Szczegóły
1497;;SCHRONISKO W TRZCIANIE II (SCHRONISKO T-2);K.Bn-09.62;2.00;0.00;0.00;0.00;Szczegóły
1498;;SCHRONISKO W TRZCIANIE III (SCHRONISKO T-3);K.Bn-09.63;2.20;0.00;0.00;0.00;Szczegóły
1499;;SCHRONISKO W TRZCIANIE IV (SCHRONISKO T-4);K.Bn-09.64;6.70;3.30;0.00;3.30;Szczegóły
1500;;SCHRONISKO W TRZCIANIE V (SCHRONISKO T-5);K.Bn-09.65;3.00;1.00;0.00;1.00;Szczegóły
1501;;SCHRONISKO W TRZCIANIE VI (SCHRONISKO T-6);K.Bn-09.66;3.00;2.00;0.00;2.00;Szczegóły
1502;;SCHRONISKO W TRZCIANIE VII (SCHRONISKO T-7);K.Bn-09.67;3.00;0.00;0.00;0.00;Szczegóły
1503;;SCHRONISKO W TRZCIANIE VIII (SCHRONISKO T-8);K.Bn-09.68;7.00;5.00;0.00;5.00;Szczegóły
1504;;SCHRONISKO W WALE W ŁYSINIE;K.Bż-05.60;2.50;1.30;0.00;0.00;Szczegóły
1505;;SCHRONISKO W WALE W ŁYSINIE;K.Bż-05.62;2.50;1.50;1.50;0.00;Szczegóły
1506;;SCHRONISKO W WAROWNI DOLNEJ;K.Pc-01.23;2.00;0.00;0.00;0.00;Szczegóły
1507;;SCHRONISKO W WĘGIERSKIEJ GÓRCE;K.Bs-02.59;3.00;2.50;0.00;2.50;Szczegóły GPS
1508;;SCHRONISKO W WĘGLÓWCE I;K.Pd-01.10 S;5.00;0.00;0.00;0.00;Szczegóły
1509;;SCHRONISKO W WĘGLÓWCE II;K.Pd-01.12 S;3.00;0.00;0.00;0.00;Szczegóły
1510;;SCHRONISKO W WĘGLÓWCE III;K.Pd-01.13 S;3.00;0.00;0.00;0.00;Szczegóły
1511;;SCHRONISKO W WĘGLÓWCE IV;K.Pd-01.14 S;6.00;0.00;0.00;0.00;Szczegóły
1512;;SCHRONISKO W WĘGLÓWCE V;K.Pd-01.15 S;7.00;3.00;3.00;0.00;Szczegóły
1513;;SCHRONISKO W WĘGLÓWCE VI;K.Pd-01.16 S;5.00;0.00;0.00;0.00;Szczegóły
1514;;SCHRONISKO W WIELKIM CISOWNIKU;K.Bm-02.01;5.00;0.00;0.00;0.00;Szczegóły GPS
1515;;SCHRONISKO W WIETRZNYCH DZIURACH I;K.Bsd-01.27;3.00;0.00;0.00;0.00;Szczegóły
1516;;SCHRONISKO W WIETRZNYCH DZIURACH II;K.Bsd-01.28;2.50;0.00;0.00;0.00;Szczegóły
1517;;SCHRONISKO W WYSOKIEJ SKALE;K.Gst-02.10;2.60;1.20;1.20;0.00;Szczegóły
1518;;SCHRONISKO W WYTRZYSZCZONEJ;K.Bs-02.218;2.00;0.00;0.00;0.00;Szczegóły
1519;;SCHRONISKO W ZAMKOWEJ GÓRZE II;K.Bn-07.03;4.00;2.00;2.00;0.00;Szczegóły
1520;;SCHRONISKO W ZAMKOWEJ GÓRZE III;K.Bn-07.04;9.00;0.00;0.00;0.00;Szczegóły
1521;;SCHRONISKO W ZAMKOWEJ GÓRZE IV;K.Bn-07.05;4.00;2.00;0.00;0.00;Szczegóły
1522;;SCHRONISKO W ZAMKOWEJ GÓRZE IX;K.Bn-07.11;7.00;0.00;0.00;0.00;Szczegóły
1523;;SCHRONISKO W ZAMKOWEJ GÓRZE VI;K.Bn-07.07;10.00;0.00;0.00;0.00;Szczegóły
1524;;SCHRONISKO W ZAMKOWEJ GÓRZE VII;K.Bn-07.08;4.00;0.00;0.00;0.00;Szczegóły
1525;;SCHRONISKO W ZAMKOWEJ GÓRZE VIII;K.Bn-07.09;5.00;0.00;0.00;0.00;Szczegóły
1526;;SCHRONISKO W ZAMKOWEJ GÓRZE X;K.Bn-07.12;4.00;2.00;0.00;0.00;Szczegóły
1527;;SCHRONISKO W ZBOCZU;K.Bs-04. 25;4.50;0.00;0.00;0.00;Szczegóły GPS
1528;;SCHRONISKO W ZBOROWICACH;K.Pc-01.18;4.00;1.30;0.00;1.30;Szczegóły GPS
1529;;SCHRONISKO W ZDZIEBLU;K.Bm-02.79;1.00;0.00;0.00;0.00;Szczegóły
1530;;SCHRONISKO W ŻURAWICY;K.Bmk-01.01;4.00;0.00;0.00;0.00;Szczegóły GPS
1531;;SCHRONISKO W ŻURAWICY II;K.Bmk-01.05;3.10;0.00;0.00;0.00;Szczegóły
1532;;SCHRONISKO W ŻURAWICY III;K.Bmk-01.06;3.80;0.00;0.00;0.00;Szczegóły
1533;;SCHRONISKO W ŻUROWEJ I;K.Pc-02.01;4.00;0.00;0.00;0.00;Szczegóły
1534;;SCHRONISKO W ŻUROWEJ II;K.Pc-02.02;4.00;0.00;0.00;0.00;Szczegóły
1535;;SCHRONISKO WIDOKOWE;K.Pwl-02.02;2.50;0.00;0.00;0.00;Szczegóły
1536;;SCHRONISKO WIELKANOCNE W ŁYSINIE;K.Bż-05.57;2.50;0.50;0.00;0.00;Szczegóły
1537;;SCHRONISKO WIELKIEGO WTORKU;K.Bn-09.88;2.50;0.00;0.00;0.00;Szczegóły
1538;;SCHRONISKO WITKA;K.Bsz-02.29;3.10;0.40;0.40;0.00;Szczegóły
1539;;SCHRONISKO WODNE II;K.Bn-04.24;4.00;0.00;0.00;0.00;Szczegóły
1540;;SCHRONISKO WODNE W BODAKACH;K.Bn-04.21;2.00;0.00;0.00;0.00;Szczegóły
1541;;SCHRONISKO WODNE W CHRONOWIE;K.Pw-02.05;1.70;0.00;0.00;0.00;Szczegóły
1542;;SCHRONISKO WODNE W POLICHTACH;K.Pr-03.04;3.50;0.00;0.00;0.00;Szczegóły
1543;;SCHRONISKO WODNE W ROSOLINIE;K.Gst-02.08;5.50;0.40;0.00;0.40;Szczegóły
1544;;SCHRONISKO WODNE W ROSOLINIE II;K.Gst-02.02;6.00;0.00;0.00;0.00;Szczegóły
1545;;SCHRONISKO WRZEŚNIOWE;K.Bn-07.39;4.00;1.50;0.00;1.50;Szczegóły
1546;;SCHRONISKO Z BUTELKAMI;K.Bs-02.253;2.00;0.00;0.00;0.00;Szczegóły GPS
1547;;SCHRONISKO Z GRZYBEM;K.Bn-05.31;5.00;1.00;0.00;1.00;Szczegóły
1548;;SCHRONISKO Z KLEPSYDRAMI;K.Bn-11.09;3.10;0.00;0.00;0.00;Szczegóły
1549;;SCHRONISKO Z KOMINEM;K.Bn-11.02;8.00;7.00;0.00;0.00;Szczegóły
1550;;SCHRONISKO Z KUDŁAMI;K.Bs-03.62;5.00;0.00;0.00;0.00;Szczegóły GPS
1551;;SCHRONISKO Z LISEM;K.Bw-02.32;2.00;0.00;0.00;0.00;Szczegóły GPS
1552;;SCHRONISKO Z MUCHOMORKIEM;K.Pd-01.49;2.00;0.00;0.00;0.00;Szczegóły
1553;;SCHRONISKO Z OKNEM;K.Bn-11.01;10.00;2.00;0.00;0.00;Szczegóły
1554;;SCHRONISKO Z PŁYTAMI;K.Bsd-01.26;5.00;0.00;0.00;0.00;Szczegóły
1555;;SCHRONISKO Z PŁYTAMI II;K.Bsd-01.35;2.00;0.00;0.00;0.00;Szczegóły
1556;;SCHRONISKO Z PODGRZYBKIEM;K.Bn-07.17;4.00;1.50;0.00;1.50;Szczegóły
1557;;SCHRONISKO Z PRZEŁAZEM;K.Bn-07.30;2.50;0.00;0.00;0.00;Szczegóły
1558;;SCHRONISKO Z TRÓJKĄTNYM OTWOREM;K.G-01.30;3.00;1.50;1.50;0.00;Szczegóły
1559;;SCHRONISKO Z WNYKAMI;K.Bmk-04.07;4.00;0.00;0.00;0.00;Szczegóły
1560;;SCHRONISKO ZA GRUNWALDEM I;K.Pc-01.21;2.50;0.00;0.00;0.00;Szczegóły
1561;;SCHRONISKO ZA GRUNWALDEM II;K.Pc-01.22;2.50;0.00;0.00;0.00;Szczegóły
1562;;SCHRONISKO ZA PRZEGIBKIEM;K.Bm-01.25;1.80;0.00;0.00;0.00;Szczegóły GPS
1563;;SCHRONISKO ZA TRÓJKĄTNĄ SKAŁĄ;K.Bs-02.50;3.50;0.00;0.00;0.00;Szczegóły GPS
1564;;SCHRONISKO ZA WANTĄ;K.G-01.26;4.00;2.00;2.00;0.00;Szczegóły
1565;;SCHRONISKO ZA ZASŁONAMI;K.Bn-09.87;1.80;1.30;0.00;1.30;Szczegóły
1566;;SCHRONISKO ZAKRĘCONE;K.Pw-01.10;2.00;0.00;0.00;0.00;Szczegóły
1567;;SCHRONISKO ZAŁOM;K.Bn-08.09;4.50;2.00;2.00;0.00;Szczegóły
1568;;SCHRONISKO ZDROJOWE;K.Bn-10.25;1.50;0.00;0.00;0.00;Szczegóły
1569;;SCHRONISKO ZE STUDNIĄ;K.G-01.09;6.00;2.50;0.00;0.00;Szczegóły
1570;;SCHRONISKO ZIMNE;K.Bs-02.39;4.00;0.00;0.00;0.00;Szczegóły GPS
1571;;SCHRONISKO ZŁOTY KOMIN;K.Pr-02.08;10.00;8.00;0.00;0.00;Szczegóły GPS
1572;;SCHRONISKO ZWIETRZAŁE;K.Bs-02.34;5.00;0.00;0.00;0.00;Szczegóły GPS
1573;;SCHRONISKOW ŁYSINIE II;K.Bż-05.22;4.50;0.50;0.50;0.00;Szczegóły GPS
1574;;SCHRONISKOW ŁYSINIE IV;K.Bż-05.29;2.50;1.20;1.20;0.00;Szczegóły GPS
1575;;SEJB-OWE SCHRONISKO;K.Bż-05.54;2.50;0.50;0.00;0.00;Szczegóły
1576;;SIDZIŃSKI SCHRON;K.Bż-05.37;2.00;0.50;0.50;0.00;Szczegóły
1577;;SKOŚNA SZPARA NA MURONCE;K.Bs-02.141;1.50;0.00;0.00;0.00;Szczegóły GPS
1578;;SKRYTKA W ROWIE;K.Bw-01.17;1.50;0.00;0.00;0.00;Szczegóły GPS
1579;;SMERCZYNOWA DZIURA;K.Bsd-02.37;17.00;3.00;3.00;0.00;Szczegóły
1580;;SMOCZA JAMA;K.Pd-01.07;9.00;0.00;0.00;0.00;Szczegóły
1581;;SREBRNA SZCZELINA NAD JEZIORAMI;K.G-02.04;5.00;1.00;0.00;0.00;Szczegóły
1582;;STARA NORA;K.Bs-03. 44;3.50;0.00;0.00;0.00;Szczegóły
1583;;STARY SKŁAD W WIŚLE CZARNE;K.Bs-02.173;3.50;2.10;2.10;0.00;Szczegóły GPS
1584;;STARY SŁAD DWUOTWOROWY W WIŚLE CZARNE;K.Bs-02.175;10.50;0.00;0.00;0.00;Szczegóły GPS
1585;;STUDNIA CZAROWNIC;K.Pc-01.26;3.50;1.50;0.00;1.50;Szczegóły
1586;;STUDNIA GOPROWCÓW (SCHRONISKO L-42);K.Bn-09.38;5.00;4.00;4.00;0.00;Szczegóły
1587;;STUDNIA GRZYBIARZY;K.Bsd-02.33;8.00;5.00;5.00;0.00;Szczegóły
1588;;STUDNIA LEŚNIKÓW;K.Bsz-02.08;13.00;6.50;5.00;1.50;Szczegóły
1589;;STUDNIA LOTNIKÓW;K.Bn-09.03;20.00;9.00;9.00;0.00;Szczegóły
1590;;STUDNIA MIĘDZY DROGAMI;K.Bs-02.202;2.50;5.50;5.50;0.00;Szczegóły GPS
1591;;STUDNIA NA KRAWĘDZI;K.Bs-02.240;50.00;15.50;15.50;0.00;Szczegóły
1592;;STUDNIA NA ROMANCE;K.Bż-02.09;8.00;5.00;5.00;0.00;Szczegóły
1593;;STUDNIA NAD DZIEDZIŃCEM;K.Bsz-02.10;7.00;5.00;5.00;0.00;Szczegóły
1594;;STUDNIA OGRODNIKÓW;K.Bmk-03.07;4.00;2.00;2.00;0.00;Szczegóły GPS
1595;;STUDNIA ORG;K.Bs-04.40;6.50;4.00;4.00;0.00;Szczegóły
1596;;STUDNIA POD SKAŁKĄ;K.Bs-04.28;11.00;4.00;4.00;0.00;Szczegóły GPS
1597;;STUDNIA PRZED JASKINIĄ W SURMIAKÓW GRONIU;K.Bmk-02.16;3.50;1.50;1.50;0.00;Szczegóły
1598;;STUDNIA R III W OKRĄGLICY (JASKINIA ODKOPANA);K.Bż-05.06;16.50;7.50;7.50;0.00;Szczegóły GPS
1599;;STUDNIA RUFIA;K.Bn-04.26 N;3.00;3.00;3.00;0.00;Szczegóły
1600;;STUDNIA SALAMANDER;K.Bw-04.05 S;6.50;4.50;4.50;0.00;Szczegóły
1601;;STUDNIA SKALNEJ CIASNOTY;K.Bsd-02.21;9.00;5.00;5.00;0.00;Szczegóły
1602;;STUDNIA W BANISKACH;K.Bsd-01.21;3.00;3.00;3.00;0.00;Szczegóły
1603;;STUDNIA W GRABOWEJ;K.Bs-04. 53 X;5.00;3.00;3.00;0.00;Szczegóły
1604;;STUDNIA W IZDEBCZYSKACH;K.Bż-04.10;5.00;3.00;3.00;0.00;Szczegóły
1605;;STUDNIA W KOŚCIELCU;K.Bs-03.56;6.00;3.70;3.70;0.00;Szczegóły GPS
1606;;STUDNIA W ŁYSINIE I;K.Bż-05.10;2.50;2.00;2.00;0.00;Szczegóły GPS
1607;;STUDNIA W ŁYSINIE II;K.Bż-05.11;2.50;1.50;1.50;0.00;Szczegóły GPS
1608;;STUDNIA W MALINOWIE;K.Bs-03.35;18.00;6.50;6.50;0.00;Szczegóły GPS
1609;;STUDNIA W PIOTRUSIU;K.Bn-10.12;6.00;4.00;4.00;0.00;Szczegóły GPS
1610;;STUDNIA W POLICY;K.Bż-05.15;5.50;2.00;2.00;0.00;Szczegóły
1611;;STUDNIA W UPŁAZIE;K.G-02.09;3.00;3.00;3.00;0.00;Szczegóły
1612;;STUDNIA WAMPIRÓW;K.Bs-03.227;11.00;5.20;5.20;0.00;Szczegóły
1613;;STUDNIA WIATRÓW;K.Bs-04.195;370.00;14.30;14.30;0.00;Szczegóły GPS
1614;;STUDNIA ZA NAMIOTEM;K.Bs-03. 51;2.50;2.50;0.00;0.00;Szczegóły GPS
1615;;STUDNIA ZA ROWEM;K.Bs-04.42;11.50;3.50;3.50;0.00;Szczegóły
1616;;STUDNIA ZGODY;K.Bn-09.79;12.00;4.10;4.10;0.00;Szczegóły
1617;;STUDZIENKA POD SOSNĄ;K.Pr-01.40;4.50;3.00;3.00;0.00;Szczegóły
1618;;STUDZIENKA R II W OKRĄGLICY;K.Bż-05.04;4.00;3.50;3.50;0.00;Szczegóły GPS
1619;;STUSOWA DZIURA;K.Bsd-02.09;3.00;0.00;0.00;0.00;Szczegóły
1620;;SUCHA DZIURA;K.Bn-09.25;22.00;5.00;0.00;0.00;Szczegóły
1621;;SUCHA DZIURA;K.Pc-01.20;2.00;0.00;0.00;0.00;Szczegóły
1622;;SUCHA SZCZELINA;K.Bsd-02.01;7.00;4.00;0.00;0.00;Szczegóły
1623;;SUCHOGÓRSKA JASKINIA;K.Bż-05.39;8.50;2.00;2.00;0.00;Szczegóły
1624;;SUSKA DZIURA;K.Bmk-02.04;5.00;2.50;2.50;0.00;Szczegóły
1625;;SYSTEM MALINOWSKA STUDNIA - CESTA;K.Bs-03.76;1500.00;68.90;68.20;0.70;Szczegóły GPS
1626;;SYSTEM OKAPÓW W MAŁEJ CZANTORII;K.Bs-01.14;6.00;1.80;0.00;0.00;Szczegóły GPS
1627;;SYSTEM R I W OKRĄGLICY;K.Bż-05.05;20.00;4.00;4.00;0.00;Szczegóły GPS
1628;;SYSTEM W ŁYSINIE;K.Bż-05.26;19.00;3.80;3.80;0.00;Szczegóły GPS
1629;;SZALONY ZAWAŁ NA MURONCE;K.Bs-02.109;3.50;0.00;0.00;0.00;Szczegóły GPS
1630;;SZCZELINA;K.Bs-02. 33;9.00;4.00;4.00;0.00;Szczegóły
1631;;SZCZELINA BEZ OKAPU;K.Bmk-02.03;3.00;0.00;0.00;0.00;Szczegóły
1632;;SZCZELINA FRUWAJĄCA W ZAMCZYSKU;K.Bm-02.42;6.00;5.00;0.00;5.00;Szczegóły GPS
1633;;SZCZELINA I OKAP Z WIDOKIEM NA KOBYLĄ;K.Bs-01.10;7.00;4.00;0.00;0.00;Szczegóły GPS
1634;;SZCZELINA JAWORZYŃSKA;K.Bn-03.08;7.00;2.70;2.70;0.00;Szczegóły
1635;;SZCZELINA JEŻYNOWA;K.Bn-07.27;14.50;5.00;0.00;0.00;Szczegóły
1636;;SZCZELINA K. G.;K.Bsd-02.11;5.00;0.00;0.00;0.00;Szczegóły
1637;;SZCZELINA KOŁO PIRAMID;K.Pc-01.06;15.00;0.00;0.00;0.00;Szczegóły
1638;;SZCZELINA KOŁO WIŚLANKI;K.Bs-03.116;5.00;3.00;3.00;0.00;Szczegóły
1639;;SZCZELINA LIPOWICKA;K.Bn-09.04;105.00;10.00;0.00;0.00;Szczegóły GPS
1640;;SZCZELINA ŁABOWCZAŃSKA;K.Bsd-02.43;5.50;4.50;4.50;0.00;Szczegóły
1641;;SZCZELINA MARKA;K.Bs-04. 37;2.00;0.00;0.00;0.00;Szczegóły GPS
1642;;SZCZELINA MIĘDZY GŁAZAMI;K.Bs-04.174;3.00;0.00;0.00;0.00;Szczegóły GPS
1643;;SZCZELINA MIĘDZY WANTAMI;K.Bn-07.25;5.00;2.00;2.00;0.00;Szczegóły
1644;;SZCZELINA NA JAWORZYNCE;K.Bs-03.63;2.50;0.00;0.00;0.00;Szczegóły GPS
1645;;SZCZELINA NAD BRZEGIEM OSŁAWICY;K.Bsz-01.03 N;3.00;1.50;0.00;1.50;Szczegóły
1646;;SZCZELINA NAD EM5;K.Bs-02.194;2.40;1.20;1.20;0.00;Szczegóły GPS
1647;;SZCZELINA NAD JASKINIĄ CZCHOWSKĄ;K.Pr-01.23;3.00;0.00;0.00;0.00;Szczegóły
1648;;SZCZELINA NAD JEZIOREM ŻYWIECKIM;K.Bm-02.83;3.20;0.00;0.00;0.00;Szczegóły GPS
1649;;SZCZELINA NAD PIERWSZM RAJSZTAKE;K.Bs-03.109;4.00;0.00;0.00;0.00;Szczegóły
1650;;SZCZELINA NAD SKAŁĄ;K.Bmk-02.19;3.00;0.50;0.50;0.00;Szczegóły
1651;;SZCZELINA NAD SREBRNĄ;K.Bs-03.216;3.00;0.00;0.00;0.00;Szczegóły GPS
1652;;SZCZELINA NAD TWARDORZECZKĄ I;K.Bs-02.219;1.40;0.00;0.00;0.00;Szczegóły
1653;;SZCZELINA NAD TWARDORZECZKĄ II;K.Bs-02.220;1.20;0.00;0.00;0.00;Szczegóły
1654;;SZCZELINA NAD TWARDORZECZKĄ III;K.Bs-02.250;1.00;0.00;0.00;0.00;Szczegóły
1655;;SZCZELINA NAD TWARDORZECZKĄ III;K.Bs-02.234;1.00;0.00;0.00;0.00;Szczegóły
1656;;SZCZELINA NAD TWARDORZECZKĄ IV;K.Bs-02.235;1.20;0.00;0.00;0.00;Szczegóły
1657;;SZCZELINA NAD WASERSZLOGIEM;K.Bs-03.118;10.00;4.80;4.80;0.00;Szczegóły GPS
1658;;SZCZELINA NAD WISŁOKĄ I;K.Pst-01.06 N;2.00;1.50;0.00;1.50;Szczegóły
1659;;SZCZELINA NAD WISŁOKĄ II;K.Pst-01.07 N;3.00;2.00;0.00;2.00;Szczegóły
1660;;SZCZELINA NAD WISŁOKĄ III;K.Pst-01.10 N;1.50;0.00;0.00;0.00;Szczegóły
1661;;SZCZELINA NAD WYWIERZYSKIEM;K.Bs-04.103;5.30;1.80;1.80;0.00;Szczegóły
1662;;SZCZELINA POD BRZOZAMI NA KOBYLEJ;K.Bs-01.04;3.50;0.00;0.00;0.00;Szczegóły GPS
1663;;SZCZELINA POD DZIURAWYM BUKIEM;K.Bn-07.34;3.00;0.00;0.00;0.00;Szczegóły
1664;;SZCZELINA POD KLINEM;K.Bs-03. 21 N;4.00;0.00;0.00;0.00;Szczegóły
1665;;SZCZELINA POD OKAPEM;K.Bmk-02.09;3.00;0.00;0.00;0.00;Szczegóły
1666;;SZCZELINA POD PIERWSZYM RAJSZTAKE;K.Bs-03.131;3.50;0.00;0.00;0.00;Szczegóły GPS
1667;;SZCZELINA POD TRZECIM RAJSZTAKIEM /Rajsztake/;K.Bs-03.120;3.00;1.80;1.80;0.00;Szczegóły
1668;;SZCZELINA POD WANTĄ;K.Bm-02.03;6.00;0.00;0.00;0.00;Szczegóły GPS
1669;;SZCZELINA POD ZIELONYM KOPCEM;K.Bs-02.137;8.00;3.40;3.40;0.00;Szczegóły
1670;;SZCZELINA PODKOWCA (SCHRONISKO L-30);K.Bn-09.52;8.00;0.00;0.00;0.00;Szczegóły
1671;;SZCZELINA PRZED ROZDROŻEM;K.Bż-03.12;2.60;0.00;0.00;0.00;Szczegóły GPS
1672;;SZCZELINA PRZY DRODZE;K.Bsd-02.10;8.00;3.50;3.50;0.00;Szczegóły
1673;;SZCZELINA PRZY DRODZE;K.Bs-02.201;2.20;1.00;1.00;0.00;Szczegóły GPS
